cell_id,cell_type
fpfnpdgg-1,Macrophages
fpfocnop-1,Macrophages
fpfoglde-1,Epithelial
fpfohphh-1,Epithelial
fpfokikf-1,Epithelial
fpfpefbm-1,Macrophages
fpfpfnfb-1,Endothelial
fpfpfnpf-1,Epithelial
fpfpgmkn-1,Epithelial
fpfpicfd-1,Epithelial
fpfpkall-1,Epithelial
fpfplgni-1,Endothelial
fpfplkmj-1,Epithelial
fpgaadij-1,Macrophages
fpgahdmh-1,Epithelial
fpgaioon-1,Epithelial
fpganimf-1,Epithelial
fpgapbdn-1,Fibroblasts
fpgbbmpa-1,Endothelial
fpgbgmhg-1,Fibroblasts
fpgbhfee-1,Fibroblasts
fpgbimoi-1,Macrophages
fpgblkfe-1,Macrophages
fpgbohjh-1,Fibroblasts
fpgcagoc-1,Fibroblasts
fpgcbhba-1,Fibroblasts
fpgcblak-1,Macrophages
fpgccdcl-1,Fibroblasts
fpgccnaa-1,Fibroblasts
fpgcjjjb-1,Fibroblasts
fpgcjodh-1,Fibroblasts
fpgcldfb-1,Macrophages
fpgcmonk-1,Macrophages
fpgcnfeb-1,Fibroblasts
fpgddhif-1,Fibroblasts
fpgdehim-1,Macrophages
fpgdejih-1,Fibroblasts
fpgdfmbb-1,Fibroblasts
fpgdlabh-1,Endothelial
fpgdmilh-1,Fibroblasts
fpgebdjh-1,Fibroblasts
fpgedaen-1,Fibroblasts
fpgelopn-1,Fibroblasts
fpgemikm-1,Fibroblasts
fpgeodfo-1,Macrophages
fpgepfmg-1,Endothelial
fpgfbnnc-1,Fibroblasts
fpgfcalb-1,Endothelial
fpgfenji-1,Fibroblasts
fpgffdjc-1,Macrophages
fpgffpkf-1,Macrophages
fpggboen-1,Macrophages
fpggdbki-1,Macrophages
fpggenjg-1,Epithelial
fpggfbod-1,Epithelial
fpgggmdf-1,Epithelial
fpgghooo-1,Macrophages
fpggigop-1,Macrophages
fpgglllf-1,Epithelial
fpggmecg-1,Epithelial
fpggompc-1,Macrophages
fpghcaak-1,Epithelial
fpghdmik-1,Macrophages
fpghgeli-1,Macrophages
fpghieih-1,Macrophages
fpghifkf-1,Macrophages
fpghkfjj-1,Fibroblasts
fpghlpal-1,Macrophages
fpghmhie-1,Macrophages
fpghnlab-1,Macrophages
fpghofbj-1,Macrophages
fpghpfcp-1,Macrophages
fpghpnba-1,Endothelial
fpgiakfi-1,Macrophages
fpgicmfk-1,Macrophages
fpgicmof-1,Epithelial
fpgijonf-1,Fibroblasts
fpgimpcd-1,Macrophages
fpginpho-1,Epithelial
fpgjanhp-1,Epithelial
fpgjbppm-1,Epithelial
fpgjdcke-1,Macrophages
fpgjdecb-1,Epithelial
fpgjiekd-1,Macrophages
fpgjkfnm-1,Macrophages
fpgjlikh-1,Epithelial
fpgjlioa-1,Fibroblasts
fpgjljhh-1,Epithelial
fpgkafam-1,Fibroblasts
fpgkbpel-1,Epithelial
fpgkcnhe-1,Fibroblasts
fpgkdegc-1,Epithelial
fpgkgbap-1,Epithelial
fpgkionl-1,Epithelial
fpgkocod-1,Epithelial
fpgkpcdc-1,Epithelial
fpglckpi-1,Macrophages
fpgldmgc-1,Macrophages
fpglelhk-1,Epithelial
fpglfbjm-1,Epithelial
fpglhibb-1,Fibroblasts
fpgliibp-1,Epithelial
fpgljbdo-1,Epithelial
fpgllngh-1,Epithelial
fpglnjli-1,Epithelial
fpgmadml-1,Epithelial
fpgmbfie-1,Epithelial
fpgmchae-1,Epithelial
fpgmgabl-1,Epithelial
fpgmgbno-1,Epithelial
fpgmgpoa-1,Endothelial
fpgmhncf-1,Epithelial
fpgmjgfb-1,Epithelial
fpgmlmkg-1,Epithelial
fpgmofdi-1,Epithelial
fpgmpkhf-1,Epithelial
fpgnbmek-1,Epithelial
fpgnicpo-1,Epithelial
fpgnoano-1,Epithelial
fpgnodli-1,Epithelial
fpgnoloj-1,Epithelial
fpgocnkm-1,Epithelial
fpgoeocc-1,Macrophages
fpgofhkd-1,Epithelial
fpgognoo-1,Macrophages
fpgokiol-1,Fibroblasts
fpgoleim-1,Macrophages
fpgolicf-1,Macrophages
fpgoobon-1,Fibroblasts
fpgoofia-1,Epithelial
fpgooijf-1,Macrophages
fpgpanog-1,Fibroblasts
fpgpccle-1,Fibroblasts
fpgpcndj-1,Macrophages
fpgpeeod-1,Macrophages
fpgpgbdh-1,Macrophages
fpgpgcjm-1,Macrophages
fpgpgphl-1,Macrophages
fpgphobo-1,Macrophages
fpgpnpln-1,Macrophages
fpgpopon-1,Macrophages
fpgpplag-1,Macrophages
fphaajda-1,Fibroblasts
fphacdgb-1,Macrophages
fphagjmb-1,Macrophages
fphaibed-1,Epithelial
fphaijaa-1,Epithelial
fphalclm-1,Macrophages
fphamhin-1,Macrophages
fphaojng-1,Epithelial
fphaopdp-1,Epithelial
fphbacia-1,Fibroblasts
fphbdoeo-1,Macrophages
fphbflpm-1,Epithelial
fphbimpb-1,Epithelial
fphbjhjd-1,Fibroblasts
fphbkhin-1,Fibroblasts
fphblegl-1,Fibroblasts
fphbmoac-1,Fibroblasts
fphcepeg-1,Endothelial
fphchkci-1,Fibroblasts
fphdcben-1,Fibroblasts
fphddhlg-1,Fibroblasts
fphdhcgo-1,Fibroblasts
fphdjcnk-1,Endothelial
fphdngmg-1,Fibroblasts
fphdnnlh-1,Fibroblasts
fphdoiie-1,Endothelial
fphdpgkd-1,Fibroblasts
fphdpphm-1,Fibroblasts
fphebffd-1,Fibroblasts
fpheepfb-1,Fibroblasts
fpheffbj-1,Endothelial
fphekmkg-1,Fibroblasts
fphelbil-1,Fibroblasts
fphelgoe-1,Endothelial
fphenakh-1,Macrophages
fphfbchk-1,Fibroblasts
fphffejp-1,Fibroblasts
fphfifoc-1,Macrophages
fphfnocl-1,Macrophages
fphfopme-1,Fibroblasts
fphfpjki-1,Epithelial
fphghfli-1,Epithelial
fphgjpff-1,Macrophages
fphgmadl-1,Fibroblasts
fphgmoid-1,Fibroblasts
fphgpfgn-1,Fibroblasts
fphhcaod-1,Epithelial
fphhceje-1,Macrophages
fphhdiih-1,Macrophages
fphhegnb-1,Macrophages
fphhfckp-1,Macrophages
fphhnpap-1,Epithelial
fphhokfn-1,Macrophages
fphibfac-1,Endothelial
fphicjoe-1,Endothelial
fphiclpf-1,Macrophages
fphieobb-1,Macrophages
fphieoka-1,Epithelial
fphighjn-1,Epithelial
fphiihnj-1,Epithelial
fphilhgc-1,Epithelial
fphilocg-1,Epithelial
fphimaca-1,Epithelial
fphimghb-1,Epithelial
fphioehn-1,Epithelial
fphionii-1,Epithelial
fphiplam-1,Macrophages
fphjbecj-1,Macrophages
fphjbljh-1,Epithelial
fphjbnoc-1,Macrophages
fphjdbgd-1,Macrophages
fphjfhck-1,Endothelial
fphjginc-1,Macrophages
fphjhcji-1,Epithelial
fphjjnja-1,Epithelial
fphjlchn-1,Macrophages
fphjmgmb-1,Macrophages
fphjnbll-1,Macrophages
fphjoijc-1,Epithelial
fphjpdjp-1,Epithelial
fphjpile-1,Macrophages
fphkampg-1,Macrophages
fphkfjgd-1,Epithelial
fphkiofo-1,Epithelial
fphkiogj-1,Epithelial
fphkmbon-1,Epithelial
fphlbejm-1,Epithelial
fphlcadk-1,Epithelial
fphlceff-1,Macrophages
fphldijo-1,Macrophages
fphlfhgg-1,Epithelial
fphlhdik-1,Macrophages
fphlifgg-1,Macrophages
fphlkacp-1,Epithelial
fphlkpdp-1,Epithelial
fphllbha-1,Endothelial
fphlnlgi-1,Macrophages
fphlpjjc-1,Epithelial
fphmcfdf-1,Fibroblasts
fphmcmoc-1,Epithelial
fphmgaam-1,Epithelial
fphmgiio-1,Epithelial
fphmhemf-1,Macrophages
fphmhgal-1,Macrophages
fphmljdc-1,Epithelial
fphnbbjn-1,Fibroblasts
fphnbkjc-1,Fibroblasts
fphnbmkh-1,Fibroblasts
fphncjjh-1,Fibroblasts
fphngaof-1,Macrophages
fphnhapk-1,Fibroblasts
fphnkald-1,Macrophages
fphnkibo-1,Fibroblasts
fphnmkdj-1,Macrophages
fphnnbgc-1,Fibroblasts
fphnogjl-1,Fibroblasts
fphodfkg-1,Macrophages
fphodgok-1,Fibroblasts
fphoedke-1,Macrophages
fphofhbd-1,Fibroblasts
fphojhha-1,Fibroblasts
fphoolae-1,Fibroblasts
fphoomih-1,Fibroblasts
fphopjmd-1,Macrophages
fphpaldb-1,Macrophages
fphpbmbm-1,Macrophages
fphpbnhe-1,Fibroblasts
fphpcceh-1,Endothelial
fphpggeb-1,Fibroblasts
fphpigmb-1,Macrophages
fphpikli-1,Fibroblasts
fphpjkpc-1,Macrophages
fphpjpmk-1,Endothelial
fpiafibc-1,Fibroblasts
fpiagcob-1,Epithelial
fpiaoobf-1,Fibroblasts
fpiapkpk-1,Endothelial
fpibadpj-1,Fibroblasts
fpibbibo-1,Fibroblasts
fpibbmla-1,Macrophages
fpibjgmk-1,Fibroblasts
fpibmclo-1,Macrophages
fpicadcd-1,Endothelial
fpicebpf-1,Fibroblasts
fpicfmga-1,Fibroblasts
fpicgfbp-1,Fibroblasts
fpicggjg-1,Fibroblasts
fpicgnhf-1,Fibroblasts
fpiciild-1,Endothelial
fpicjhoa-1,Endothelial
fpicoenf-1,Fibroblasts
fpicoopm-1,Endothelial
fpidanan-1,Fibroblasts
fpidecfi-1,Fibroblasts
fpidfami-1,Fibroblasts
fpidgobn-1,Fibroblasts
fpidjjfp-1,Fibroblasts
fpidmhjn-1,Endothelial
fpieaopa-1,Fibroblasts
fpiececp-1,Fibroblasts
fpiednim-1,Fibroblasts
fpieione-1,Fibroblasts
fpiellia-1,Fibroblasts
fpielokb-1,Endothelial
fpienjkd-1,Endothelial
fpienkal-1,Endothelial
fpieodlp-1,Endothelial
fpiepejg-1,Fibroblasts
fpifakbg-1,Macrophages
fpifedaa-1,Macrophages
fpifgkih-1,Fibroblasts
fpifpdde-1,Fibroblasts
fpigabcm-1,Fibroblasts
fpigbnjk-1,Endothelial
fpigcaap-1,Fibroblasts
fpigchmf-1,Fibroblasts
fpigfdol-1,Fibroblasts
fpigglpm-1,Fibroblasts
fpigjaia-1,Endothelial
fpigpdod-1,Endothelial
fpigpgml-1,Endothelial
fpigpofn-1,Endothelial
fpihalgp-1,Endothelial
fpihbdpb-1,Endothelial
fpihcclb-1,Macrophages
fpihdond-1,Endothelial
fpihegga-1,Fibroblasts
fpiheigl-1,Epithelial
fpihhmcc-1,Macrophages
fpihjced-1,Macrophages
fpihkgko-1,Fibroblasts
fpihknko-1,Endothelial
fpihkplm-1,Macrophages
fpihneea-1,Epithelial
fpiicidl-1,Epithelial
fpiicoea-1,Macrophages
fpiifbll-1,Epithelial
fpiihiko-1,Macrophages
fpiimgfn-1,Epithelial
fpiinapn-1,Epithelial
fpiioafb-1,Epithelial
fpijaigd-1,Macrophages
fpijbmkn-1,Macrophages
fpijdpfl-1,Epithelial
fpijeiil-1,Epithelial
fpijhfkm-1,Fibroblasts
fpijifpc-1,Endothelial
fpijolgb-1,Endothelial
fpijpohj-1,Epithelial
fpikfbjj-1,Epithelial
fpikhoka-1,Epithelial
fpikjjek-1,Macrophages
fpikjpil-1,Epithelial
fpikmipk-1,Endothelial
fpilenjc-1,T cells
fpillkgc-1,Epithelial
fpimbmin-1,Epithelial
fpimcicp-1,Macrophages
fpimcjoe-1,Macrophages
fpimfklc-1,Endothelial
fpimgfeh-1,Epithelial
fpimhfif-1,Epithelial
fpimifnd-1,Fibroblasts
fpimjjlc-1,Epithelial
fpimphdh-1,Epithelial
fpinbedg-1,Epithelial
fpindimf-1,Epithelial
fpinffkc-1,Fibroblasts
fpingepf-1,Epithelial
fpinhbkg-1,Epithelial
fpiniccn-1,Endothelial
fpinmmej-1,Fibroblasts
fpinnjio-1,Endothelial
fpinnpdk-1,Fibroblasts
fpioaleg-1,Fibroblasts
fpiodiia-1,Fibroblasts
fpiofnnc-1,Epithelial
fpiohejj-1,Macrophages
fpioinkh-1,Macrophages
fpiojfga-1,Epithelial
fpioknoa-1,Macrophages
fpiooiio-1,Macrophages
fpioonjp-1,Endothelial
fpioplll-1,Epithelial
fpipcphj-1,Epithelial
fpipdhij-1,Epithelial
fpipeoma-1,Epithelial
fpipfjnc-1,Epithelial
fpipgbkd-1,Epithelial
fpipghmo-1,Epithelial
fpipkfnl-1,Epithelial
fpipmloj-1,Epithelial
fpjacdib-1,Macrophages
fpjafoam-1,Macrophages
fpjagadh-1,Epithelial
fpjahmki-1,Macrophages
fpjakacd-1,Epithelial
fpjalnpc-1,Macrophages
fpjanmpj-1,Macrophages
fpjbamnl-1,Epithelial
fpjbbgld-1,Epithelial
fpjbebgh-1,Epithelial
fpjbejkk-1,Epithelial
fpjbmcle-1,Macrophages
fpjbnojn-1,Macrophages
fpjcaocc-1,Epithelial
fpjcfiac-1,Macrophages
fpjcidmg-1,Macrophages
fpjcjhik-1,Macrophages
fpjcmcbb-1,Macrophages
fpjcnkbp-1,Epithelial
fpjcpifi-1,Epithelial
fpjcpjpg-1,Macrophages
fpjdhmpn-1,Macrophages
fpjdjkki-1,Epithelial
fpjdlbnd-1,Epithelial
fpjdlgid-1,Macrophages
fpjdlpbn-1,Epithelial
fpjdmoln-1,Macrophages
fpjdopln-1,Endothelial
fpjeblpo-1,Endothelial
fpjecamf-1,Macrophages
fpjeiaej-1,Epithelial
fpjekhdj-1,Epithelial
fpjemmpo-1,Epithelial
fpjfemgb-1,Epithelial
fpjfgbde-1,Macrophages
fpjfkiba-1,Fibroblasts
fpjfmegb-1,Fibroblasts
fpjgalnl-1,Epithelial
fpjgbkof-1,Macrophages
fpjgejao-1,Macrophages
fpjgiagh-1,Fibroblasts
fpjgiajd-1,Epithelial
fpjgjlph-1,Epithelial
fpjgngnh-1,Macrophages
fpjhcjfc-1,Macrophages
fpjhckgf-1,Epithelial
fpjhcnoi-1,Macrophages
fpjhemed-1,Epithelial
fpjheonh-1,Macrophages
fpjhkogh-1,Macrophages
fpjhpbfl-1,Endothelial
fpjicnkl-1,Epithelial
fpjiedek-1,Epithelial
fpjielik-1,Macrophages
fpjifpdo-1,Fibroblasts
fpjiledn-1,Fibroblasts
fpjindlg-1,Fibroblasts
fpjinjgi-1,Macrophages
fpjipdln-1,Epithelial
fpjjgdda-1,Epithelial
fpjjhbda-1,Fibroblasts
fpjjldak-1,Epithelial
fpjjlffg-1,Fibroblasts
fpjjnhke-1,Fibroblasts
fpjjpaei-1,Fibroblasts
fpjjpeae-1,Epithelial
fpjkaicc-1,Macrophages
fpjkbfdh-1,Fibroblasts
fpjkdpac-1,Fibroblasts
fpjkhoij-1,Fibroblasts
fpjkjnaa-1,Fibroblasts
fpjkngbd-1,Fibroblasts
fpjknkkn-1,Macrophages
fpjkpmmn-1,Macrophages
fpjldedh-1,Macrophages
fpjlffko-1,Macrophages
fpjlihed-1,Fibroblasts
fpjljcfe-1,Endothelial
fpjlmdjb-1,Endothelial
fpjlmodc-1,Endothelial
fpjlnkdl-1,Endothelial
fpjlnkjo-1,Fibroblasts
fpjlobfn-1,Endothelial
fpjlokhn-1,Macrophages
fpjmbnbo-1,Fibroblasts
fpjmcgph-1,Fibroblasts
fpjmgijg-1,Fibroblasts
fpjmhbjc-1,Endothelial
fpjmimli-1,Endothelial
fpjmmbfj-1,Fibroblasts
fpjnammn-1,Endothelial
fpjndbgm-1,Fibroblasts
fpjnegcf-1,Fibroblasts
fpjnengc-1,Endothelial
fpjnhcbm-1,Fibroblasts
fpjnhgcg-1,Fibroblasts
fpjnkedj-1,Endothelial
fpjnlcoj-1,Endothelial
fpjnlmik-1,Endothelial
fpjnmajm-1,Macrophages
fpjnogjg-1,Epithelial
fpjnojpn-1,Fibroblasts
fpjobdcp-1,Macrophages
fpjogdbd-1,Macrophages
fpjogock-1,Fibroblasts
fpjoigjp-1,Endothelial
fpjoimfe-1,Fibroblasts
fpjoncgj-1,Macrophages
fpjooapk-1,Macrophages
fpjpaacb-1,Epithelial
fpjpapia-1,Epithelial
fpjpchno-1,Epithelial
fpjpdebi-1,Epithelial
fpjpdppl-1,Epithelial
fpjpehef-1,Epithelial
fpjpfdlf-1,Fibroblasts
fpjpfpgk-1,Epithelial
fpjpgdjf-1,Fibroblasts
fpjphgpk-1,Fibroblasts
fpjpmhnn-1,Fibroblasts
fpjpoike-1,Endothelial
fpjpolpn-1,Fibroblasts
fpjpppii-1,Fibroblasts
fpkaefjn-1,Fibroblasts
fpkafmjn-1,Fibroblasts
fpkaglmn-1,Endothelial
fpkajipf-1,Macrophages
fpkajjic-1,Epithelial
fpkalmom-1,Fibroblasts
fpkamlnk-1,Endothelial
fpkamopp-1,Fibroblasts
fpkapjme-1,Epithelial
fpkbalco-1,Epithelial
fpkbbjcf-1,Epithelial
fpkbgoga-1,Epithelial
fpkbimof-1,Epithelial
fpkbioag-1,Epithelial
fpkbjfkc-1,Epithelial
fpkbmonk-1,Epithelial
fpkbnmeh-1,Fibroblasts
fpkbokll-1,Macrophages
fpkbpfej-1,Epithelial
fpkcanpk-1,Fibroblasts
fpkcehok-1,Epithelial
fpkclpoj-1,Epithelial
fpkcmfil-1,Macrophages
fpkcoofb-1,Fibroblasts
fpkcppif-1,Fibroblasts
fpkdbpbl-1,Fibroblasts
fpkdejld-1,Endothelial
fpkdfcpp-1,Endothelial
fpkdjogj-1,Macrophages
fpkdjpgg-1,Macrophages
fpkdkhfj-1,Fibroblasts
fpkdklan-1,Fibroblasts
fpkdmmfo-1,Fibroblasts
fpkdojba-1,Macrophages
fpkebnbn-1,Fibroblasts
fpkeclah-1,Macrophages
fpkecngb-1,Fibroblasts
fpkeganp-1,Fibroblasts
fpkejbmi-1,Epithelial
fpkelgjc-1,Epithelial
fpkemdob-1,Epithelial
fpkemebe-1,Epithelial
fpkencoj-1,Epithelial
fpkenead-1,Macrophages
fpkeokpo-1,Epithelial
fpkephph-1,Fibroblasts
fpkfblol-1,Macrophages
fpkfciba-1,Macrophages
fpkfconk-1,Fibroblasts
fpkfeedd-1,Macrophages
fpkffcbb-1,Endothelial
fpkfjjeb-1,Fibroblasts
fpkfkbpa-1,Fibroblasts
fpkfmcfl-1,Fibroblasts
fpkgahok-1,Endothelial
fpkgdbmg-1,Fibroblasts
fpkgdnck-1,Fibroblasts
fpkglmpl-1,Macrophages
fpkgnmkg-1,Fibroblasts
fpkgopic-1,Fibroblasts
fpkhaegb-1,Fibroblasts
fpkhcmbg-1,Endothelial
fpkhcneh-1,Endothelial
fpkhdnln-1,Endothelial
fpkhgchi-1,Fibroblasts
fpkhghjk-1,Endothelial
fpkhhepa-1,Epithelial
fpkhhkfe-1,Epithelial
fpkhjlpi-1,Epithelial
fpkhknim-1,Epithelial
fpkhlekm-1,Epithelial
fpkhmdfp-1,Epithelial
fpkholdc-1,Epithelial
fpkhpafa-1,Macrophages
fpkibggc-1,Epithelial
fpkiblmg-1,Epithelial
fpkiilad-1,Macrophages
fpkilgbe-1,Epithelial
fpkinfie-1,Epithelial
fpkinoci-1,Epithelial
fpkioech-1,Epithelial
fpkipbfo-1,Macrophages
fpkjamko-1,Macrophages
fpkjbimi-1,Macrophages
fpkjcejj-1,Fibroblasts
fpkjhghb-1,Epithelial
fpkjmdjb-1,Fibroblasts
fpkjnjii-1,Macrophages
fpkjocnn-1,Endothelial
fpkkegkf-1,Endothelial
fpkkhohc-1,Endothelial
fpkkjkmn-1,Fibroblasts
fpkkohfm-1,Macrophages
fpklcmkn-1,Fibroblasts
fpklfdnb-1,Macrophages
fpklkgil-1,Fibroblasts
fpkllhcg-1,Epithelial
fpklmbij-1,Epithelial
fpklmnaj-1,Epithelial
fpklmolh-1,Epithelial
fpklnekl-1,Macrophages
fpklnogi-1,Epithelial
fpklnpcd-1,Epithelial
fpkmdhbo-1,Macrophages
fpkmeael-1,Fibroblasts
fpkmhkfn-1,Macrophages
fpkmiche-1,Macrophages
fpkmihmg-1,Macrophages
fpkmldon-1,Macrophages
fpkmoajc-1,Endothelial
fpkmohha-1,Fibroblasts
fpknaikd-1,Epithelial
fpknckmh-1,Epithelial
fpkndbag-1,Epithelial
fpkngpen-1,Macrophages
fpknhcca-1,Epithelial
fpknhflc-1,Epithelial
fpknhgjm-1,Epithelial
fpknklbm-1,Macrophages
fpknocbj-1,Epithelial
fpknpddn-1,T cells
fpkoahld-1,Macrophages
fpkodknb-1,Macrophages
fpkogjji-1,Fibroblasts
fpkogpbi-1,Macrophages
fpkohffl-1,Macrophages
fpkojcgj-1,Epithelial
fpkonnba-1,Fibroblasts
fpkonpce-1,Macrophages
fpkooedb-1,Macrophages
fpkphgln-1,Macrophages
fpkphmcc-1,Macrophages
fpkpigcn-1,Fibroblasts
fpkpjpkg-1,Epithelial
fpkplhgk-1,Epithelial
fpkplmlb-1,Epithelial
fpkpmlnj-1,Epithelial
fpkpnoag-1,Epithelial
fplabcml-1,Epithelial
fplacnac-1,Epithelial
fplafphc-1,Epithelial
fplahheo-1,Epithelial
fplakego-1,Epithelial
fplamaaf-1,Epithelial
fplanfbl-1,Macrophages
fplapbdb-1,Endothelial
fplapnbc-1,Epithelial
fplbbooa-1,Macrophages
fplbiibb-1,Macrophages
fplbmmag-1,Epithelial
fplbnhdn-1,Epithelial
fplbnjao-1,Epithelial
fplbpgom-1,Epithelial
fplbppfk-1,Epithelial
fplcchnp-1,Epithelial
fplccjee-1,Epithelial
fplciecn-1,Epithelial
fplckjnm-1,Epithelial
fplclfmo-1,Macrophages
fplcmiii-1,Epithelial
fplcofin-1,Epithelial
fplcomkm-1,Macrophages
fplcplfi-1,Epithelial
fplcppji-1,Macrophages
fpldbdik-1,Epithelial
fpldcgli-1,Epithelial
fpldcilc-1,Macrophages
fplddccc-1,Epithelial
fplddiei-1,Fibroblasts
fpldefgf-1,Macrophages
fpldgbjc-1,Fibroblasts
fpldgchn-1,Endothelial
fpldghcc-1,Fibroblasts
fpldgoml-1,Fibroblasts
fpldjolo-1,Endothelial
fpleaoig-1,Macrophages
fpleapml-1,Fibroblasts
fplebfdo-1,Fibroblasts
fplecedn-1,Fibroblasts
fpleidil-1,Fibroblasts
fplemnic-1,Epithelial
fplfcpmg-1,Macrophages
fplfddck-1,Epithelial
fplfgpcb-1,Macrophages
fplfileb-1,Epithelial
fplfjndn-1,Epithelial
fplfkjag-1,Macrophages
fplfnhdn-1,Macrophages
fplfogda-1,Macrophages
fplfppkc-1,Macrophages
fplgeahp-1,Macrophages
fplgehjd-1,Endothelial
fplgekca-1,Epithelial
fplgjhke-1,Macrophages
fplgloio-1,Epithelial
fplgolli-1,Macrophages
fplgonjk-1,Macrophages
fplgpddc-1,Epithelial
fplgpipn-1,Macrophages
fplhcame-1,Epithelial
fplhcfnc-1,Macrophages
fplhdjpi-1,Epithelial
fplhecno-1,Epithelial
fplhelii-1,Macrophages
fplhilkd-1,Macrophages
fplhinep-1,Epithelial
fplhknng-1,Epithelial
fplhlfib-1,Epithelial
fplhljkg-1,Fibroblasts
fplhpeea-1,Epithelial
fplibecb-1,Endothelial
fplicinf-1,Macrophages
fplickma-1,Macrophages
fplidpef-1,Macrophages
fpliebdf-1,Macrophages
fplieeno-1,Macrophages
fpligfld-1,Macrophages
fpliilhk-1,Macrophages
fplilgld-1,Macrophages
fpliomdc-1,Macrophages
fpljcnkc-1,Macrophages
fpljdbha-1,Macrophages
fpljebhj-1,Macrophages
fpljeplj-1,Epithelial
fpljicee-1,Macrophages
fpljjjmn-1,Macrophages
fpljlacn-1,Macrophages
fpljmcpl-1,Endothelial
fpljnbek-1,Fibroblasts
fplkcohp-1,Macrophages
fplkekac-1,Macrophages
fplkfdbf-1,Epithelial
fplkkodp-1,Macrophages
fplkmhcn-1,Macrophages
fplknoao-1,Fibroblasts
fplkphcg-1,Fibroblasts
fpllagpj-1,Macrophages
fpllbhac-1,Fibroblasts
fpllddjn-1,Fibroblasts
fpllfhhk-1,Fibroblasts
fpllhmkl-1,Fibroblasts
fplljgfe-1,Macrophages
fplljioc-1,Fibroblasts
fpllocab-1,Epithelial
fplmaldf-1,Fibroblasts
fplmcljn-1,Macrophages
fplmfbpb-1,Endothelial
fplmghea-1,Fibroblasts
fplmpaam-1,Endothelial
fplndkoc-1,Macrophages
fplndnhk-1,Endothelial
fplngdfj-1,Fibroblasts
fplninmk-1,Epithelial
fplnlnnd-1,Epithelial
fplnmjpn-1,Endothelial
fplnnccm-1,Macrophages
fplnohii-1,Macrophages
fploefgf-1,Epithelial
fplpcpcn-1,Macrophages
fplpojeb-1,Epithelial
fplpopaj-1,Macrophages
fplpppgd-1,Epithelial
fpmaagaj-1,Macrophages
fpmabknm-1,Macrophages
fpmaclon-1,Macrophages
fpmaffbm-1,Endothelial
fpmagilf-1,Epithelial
fpmahkff-1,Epithelial
fpmailae-1,Epithelial
fpmaljlk-1,Macrophages
fpmalljm-1,Macrophages
fpmamopn-1,Macrophages
fpmaphij-1,Epithelial
fpmbamme-1,Epithelial
fpmbcnfk-1,Epithelial
fpmbebhf-1,Epithelial
fpmbijfo-1,Macrophages
fpmblnkh-1,Epithelial
fpmbmena-1,Epithelial
fpmbnobi-1,Macrophages
fpmbockf-1,Epithelial
fpmbpnjh-1,Epithelial
fpmcfmog-1,Macrophages
fpmcidik-1,Epithelial
fpmciogc-1,Epithelial
fpmcjmbf-1,Macrophages
fpmcmmel-1,Epithelial
fpmcodcp-1,Macrophages
fpmcofjm-1,Macrophages
fpmdfhdd-1,Epithelial
fpmdgonm-1,Macrophages
fpmdiahp-1,Macrophages
fpmdibfh-1,Fibroblasts
fpmdldcl-1,Macrophages
fpmeandh-1,Macrophages
fpmeckip-1,Macrophages
fpmeebnj-1,Epithelial
fpmeepeg-1,Epithelial
fpmegmpp-1,Macrophages
fpmemppn-1,Fibroblasts
fpmenghh-1,Fibroblasts
fpmfacnf-1,Macrophages
fpmfenec-1,Fibroblasts
fpmffpok-1,Epithelial
fpmfikjj-1,Endothelial
fpmfjmko-1,Epithelial
fpmfkbfl-1,Epithelial
fpmflkmg-1,Epithelial
fpmfmknh-1,Epithelial
fpmfmppd-1,Macrophages
fpmfobpa-1,Epithelial
fpmgdcoh-1,Epithelial
fpmggalj-1,Epithelial
fpmgghhm-1,Epithelial
fpmgiecb-1,Macrophages
fpmgipfk-1,Epithelial
fpmgklbk-1,Macrophages
fpmgmbcg-1,Macrophages
fpmgmknl-1,Epithelial
fpmgoenk-1,Macrophages
fpmibepl-1,Epithelial
fpmibldm-1,Epithelial
fpmibpda-1,Macrophages
fpmiebbc-1,Macrophages
fpmifnce-1,Epithelial
fpmigaap-1,Epithelial
fpmijhnl-1,Macrophages
fpmilgpc-1,Macrophages
fpmimgoi-1,Macrophages
fpmimpcd-1,Endothelial
fpmiobml-1,Endothelial
fpmjacoj-1,Macrophages
fpmjainm-1,Fibroblasts
fpmjajmb-1,Epithelial
fpmjcfkj-1,Epithelial
fpmjcleh-1,Fibroblasts
fpmjgfgg-1,Fibroblasts
fpmjigem-1,Endothelial
fpmjliej-1,Fibroblasts
fpmjmlpj-1,Fibroblasts
fpmjnchi-1,Macrophages
fpmjokhk-1,Macrophages
fpmjokjn-1,Macrophages
fpmkelfl-1,Fibroblasts
fpmkeogp-1,Macrophages
fpmkfepo-1,Epithelial
fpmkjejj-1,Macrophages
fpmklpei-1,Macrophages
fpmkmfbo-1,Macrophages
fpmkoali-1,Fibroblasts
fpmkpnch-1,Fibroblasts
fpmlbmcj-1,Fibroblasts
fpmldgbd-1,Macrophages
fpmleeip-1,Macrophages
fpmlelkf-1,Macrophages
fpmlemic-1,Macrophages
fpmlfiin-1,Macrophages
fpmlgbdb-1,Macrophages
fpmliaml-1,Epithelial
fpmlijlg-1,Macrophages
fpmlimge-1,Macrophages
fpmljbjl-1,Fibroblasts
fpmlkjgc-1,Fibroblasts
