,B cells,Endothelial,Epithelial,Fibroblasts,Macrophages,T cells,n_cells,spot_x,spot_y
spot_3273,0.0,0.26666666666666666,0.0,0.4,0.26666666666666666,0.06666666666666667,15,,
spot_3274,0.0,0.0,0.6,0.0,0.4,0.0,5,,
spot_3367,0.0,0.0,0.047619047619047616,0.09523809523809523,0.5714285714285714,0.2857142857142857,21,,
spot_3368,0.0,0.09523809523809523,0.0,0.14285714285714285,0.5714285714285714,0.19047619047619047,21,,
spot_3369,0.0,0.0,0.0,0.06896551724137931,0.3793103448275862,0.5517241379310345,29,,
spot_3370,0.0,0.1111111111111111,0.0,0.14814814814814814,0.4444444444444444,0.2962962962962963,27,,
spot_3371,0.0,0.23529411764705882,0.0,0.4117647058823529,0.35294117647058826,0.0,17,,
spot_3374,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,3,,
spot_3375,0.05,0.55,0.0,0.2,0.1,0.1,20,,
spot_3376,0.0,0.5,0.0,0.1111111111111111,0.1111111111111111,0.2777777777777778,18,,
spot_3377,0.0,0.21739130434782608,0.0,0.43478260869565216,0.21739130434782608,0.13043478260869565,23,,
spot_3379,0.0,0.0,0.42857142857142855,0.0,0.35714285714285715,0.21428571428571427,14,,
spot_3380,0.0,0.0,0.2727272727272727,0.0,0.6363636363636364,0.09090909090909091,11,,
spot_3381,0.0,0.0,0.875,0.0,0.125,0.0,8,,
spot_3382,0.0,0.21739130434782608,0.043478260869565216,0.13043478260869565,0.30434782608695654,0.30434782608695654,23,,
spot_3383,0.0,0.25,0.625,0.0,0.125,0.0,8,,
spot_3384,0.0,0.25,0.16666666666666666,0.0,0.5,0.08333333333333333,12,,
spot_3385,0.0,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.5789473684210527,0.05263157894736842,19,,
spot_3386,0.0,0.2,0.05,0.1,0.45,0.2,20,,
spot_3387,0.0,0.2631578947368421,0.10526315789473684,0.21052631578947367,0.3157894736842105,0.10526315789473684,19,,
spot_3388,0.0,0.0,0.3125,0.0,0.6875,0.0,16,,
spot_3481,0.0,0.3333333333333333,0.0,0.16666666666666666,0.4166666666666667,0.08333333333333333,24,,
spot_3482,0.0,0.13793103448275862,0.034482758620689655,0.06896551724137931,0.5517241379310345,0.20689655172413793,29,,
spot_3483,0.0,0.2647058823529412,0.0,0.14705882352941177,0.35294117647058826,0.23529411764705882,34,,
spot_3484,0.0,0.10810810810810811,0.0,0.2972972972972973,0.13513513513513514,0.4594594594594595,37,,
spot_3485,0.0,0.25,0.0,0.3333333333333333,0.25,0.16666666666666666,12,,
spot_3486,0.0,0.17391304347826086,0.0,0.6086956521739131,0.21739130434782608,0.0,23,,
spot_3488,0.0,0.4,0.0,0.4,0.2,0.0,5,,
spot_3489,0.05263157894736842,0.47368421052631576,0.0,0.21052631578947367,0.21052631578947367,0.05263157894736842,19,,
spot_3491,0.044444444444444446,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.5111111111111111,45,,
spot_3492,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3,,
spot_3493,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,9,,
spot_3494,0.0,0.0,1.0,0.0,0.0,0.0,10,,
spot_3495,0.0,0.0,0.7,0.0,0.3,0.0,10,,
spot_3496,0.0,0.0,0.5,0.0,0.5,0.0,20,,
spot_3497,0.0,0.13043478260869565,0.043478260869565216,0.0,0.6521739130434783,0.17391304347826086,23,,
spot_3498,0.0,0.23076923076923078,0.38461538461538464,0.0,0.23076923076923078,0.15384615384615385,13,,
spot_3499,0.0,0.0,0.2,0.2,0.5,0.1,10,,
spot_3500,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25,12,,
spot_3501,0.0,0.125,0.3125,0.1875,0.25,0.125,16,,
spot_3502,0.041666666666666664,0.08333333333333333,0.0,0.0,0.625,0.25,24,,
spot_3503,0.0,0.0,0.2777777777777778,0.0,0.7222222222222222,0.0,18,,
spot_3596,0.0,0.15,0.2,0.2,0.4,0.05,20,,
spot_3597,0.0,0.08333333333333333,0.0,0.20833333333333334,0.5,0.20833333333333334,24,,
spot_3598,0.0,0.22727272727272727,0.0,0.18181818181818182,0.45454545454545453,0.13636363636363635,22,,
spot_3599,0.0,0.0,0.0,0.125,0.4375,0.4375,32,,
spot_3600,0.0,0.15789473684210525,0.0,0.42105263157894735,0.42105263157894735,0.0,19,,
spot_3601,0.0,0.8,0.0,0.2,0.0,0.0,5,,
spot_3603,0.0,0.0,0.0,0.8,0.2,0.0,5,,
spot_3604,0.06666666666666667,0.5,0.0,0.0,0.3333333333333333,0.1,30,,
spot_3605,0.04,0.36,0.0,0.04,0.2,0.36,25,,
spot_3606,0.16216216216216217,0.08108108108108109,0.0,0.05405405405405406,0.16216216216216217,0.5405405405405406,37,,
spot_3607,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,0.14285714285714285,7,,
spot_3608,0.0,0.0,1.0,0.0,0.0,0.0,10,,
spot_3609,0.0,0.0,0.9,0.0,0.1,0.0,10,,
spot_3611,0.0625,0.03125,0.0,0.0,0.4375,0.46875,32,,
spot_3612,0.0,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.42857142857142855,0.2857142857142857,21,,
spot_3613,0.0,0.0,0.2,0.0,0.45,0.35,20,,
spot_3614,0.0,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,7,,
spot_3615,0.0,0.0,0.45454545454545453,0.0,0.09090909090909091,0.45454545454545453,11,,
spot_3616,0.0,0.1,0.15,0.15,0.45,0.15,20,,
spot_3617,0.0,0.0,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.38095238095238093,21,,
spot_3710,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.6842105263157895,0.0,19,,
spot_3711,0.0,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.5555555555555556,0.05555555555555555,18,,
spot_3712,0.0,0.10714285714285714,0.0,0.21428571428571427,0.5714285714285714,0.10714285714285714,28,,
spot_3713,0.0,0.0,0.0,0.125,0.78125,0.09375,32,,
spot_3714,0.0,0.2857142857142857,0.0,0.19047619047619047,0.2857142857142857,0.23809523809523808,21,,
spot_3715,0.0,0.14285714285714285,0.0,0.5,0.21428571428571427,0.14285714285714285,14,,
spot_3717,0.0,0.5,0.0,0.5,0.0,0.0,4,,
spot_3718,0.06666666666666667,0.3333333333333333,0.0,0.2,0.3333333333333333,0.06666666666666667,15,,
spot_3720,0.05263157894736842,0.18421052631578946,0.0,0.05263157894736842,0.18421052631578946,0.5263157894736842,38,,
spot_3721,0.0,0.21052631578947367,0.05263157894736842,0.10526315789473684,0.42105263157894735,0.21052631578947367,19,,
spot_3722,0.0,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666,12,,
spot_3723,0.0,0.0,0.1875,0.0,0.75,0.0625,16,,
spot_3724,0.0,0.0,0.6153846153846154,0.0,0.3076923076923077,0.07692307692307693,13,,
spot_3725,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.5,0.2777777777777778,18,,
spot_3726,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,12,,
spot_3727,0.0,0.07142857142857142,0.5,0.07142857142857142,0.2857142857142857,0.07142857142857142,14,,
spot_3728,0.0,0.0,0.625,0.0,0.1875,0.1875,16,,
spot_3729,0.0,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.4230769230769231,0.2692307692307692,26,,
spot_3730,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,6,,
spot_3731,0.0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,9,,
spot_3732,0.0,0.07142857142857142,0.21428571428571427,0.0,0.6428571428571429,0.07142857142857142,14,,
spot_3825,0.0,0.16,0.2,0.4,0.24,0.0,25,,
spot_3826,0.0,0.0,0.125,0.25,0.5,0.125,16,,
spot_3827,0.0,0.125,0.0,0.4166666666666667,0.3333333333333333,0.125,24,,
spot_3828,0.0,0.02631578947368421,0.0,0.0,0.5,0.47368421052631576,38,,
spot_3829,0.0,0.23809523809523808,0.0,0.19047619047619047,0.3333333333333333,0.23809523809523808,21,,
spot_3830,0.0,0.18181818181818182,0.0,0.45454545454545453,0.2727272727272727,0.09090909090909091,11,,
spot_3832,0.0,0.16666666666666666,0.0,0.5,0.08333333333333333,0.25,12,,
spot_3833,0.0,0.2222222222222222,0.0,0.2777777777777778,0.3888888888888889,0.1111111111111111,18,,
spot_3834,0.0,0.15384615384615385,0.0,0.07692307692307693,0.3076923076923077,0.46153846153846156,13,,
spot_3835,0.0,0.2857142857142857,0.0,0.17857142857142858,0.07142857142857142,0.4642857142857143,28,,
spot_3836,0.0,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.17647058823529413,0.17647058823529413,17,,
spot_3837,0.0,0.08333333333333333,0.25,0.0,0.5,0.16666666666666666,12,,
spot_3838,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,9,,
spot_3840,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,7,,
spot_3841,0.0,0.058823529411764705,0.0,0.4117647058823529,0.4117647058823529,0.11764705882352941,17,,
spot_3842,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.16666666666666666,12,,
spot_3843,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.7916666666666666,0.08333333333333333,24,,
spot_3844,0.0,0.08333333333333333,0.5,0.08333333333333333,0.25,0.08333333333333333,12,,
spot_3845,0.0,0.0,0.05263157894736842,0.15789473684210525,0.631578947368421,0.15789473684210525,19,,
spot_3846,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.15384615384615385,13,,
spot_3939,0.0,0.0,0.5,0.3333333333333333,0.0,0.16666666666666666,6,,
spot_3940,0.0,0.3,0.05,0.1,0.4,0.15,20,,
spot_3941,0.0,0.21052631578947367,0.0,0.3157894736842105,0.3684210526315789,0.10526315789473684,19,,
spot_3942,0.0,0.0,0.0625,0.125,0.75,0.0625,16,,
spot_3943,0.0,0.02702702702702703,0.0,0.13513513513513514,0.40540540540540543,0.43243243243243246,37,,
spot_3944,0.0,0.2222222222222222,0.0,0.4444444444444444,0.18518518518518517,0.14814814814814814,27,,
spot_3947,0.0,0.09523809523809523,0.0,0.047619047619047616,0.6666666666666666,0.19047619047619047,21,,
spot_3948,0.0,0.3,0.0,0.5,0.2,0.0,10,,
spot_3949,0.0,0.37037037037037035,0.037037037037037035,0.1111111111111111,0.2962962962962963,0.18518518518518517,27,,
spot_3950,0.0,0.0,0.06666666666666667,0.2,0.5333333333333333,0.2,15,,
spot_3951,0.0,0.0,0.7,0.0,0.2,0.1,10,,
spot_3952,0.0,0.0,0.5,0.0,0.5,0.0,10,,
spot_3954,0.0,0.0,0.5,0.0,0.4444444444444444,0.05555555555555555,18,,
spot_3955,0.0,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.2222222222222222,0.05555555555555555,18,,
spot_3956,0.0,0.0,0.17647058823529413,0.0,0.35294117647058826,0.47058823529411764,17,,
spot_3957,0.0,0.13333333333333333,0.2,0.0,0.6666666666666666,0.0,15,,
spot_3958,0.0,0.0,0.10526315789473684,0.0,0.631578947368421,0.2631578947368421,19,,
spot_3959,0.0,0.0,0.23076923076923078,0.0,0.6153846153846154,0.15384615384615385,13,,
spot_3960,0.0,0.0,0.3333333333333333,0.0,0.4666666666666667,0.2,15,,
spot_3961,0.0,0.0,0.20833333333333334,0.08333333333333333,0.5,0.20833333333333334,24,,
spot_4054,0.0,0.0,0.14285714285714285,0.14285714285714285,0.6428571428571429,0.07142857142857142,14,,
spot_4055,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,9,,
spot_4056,0.0,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.07692307692307693,13,,
spot_4057,0.0,0.09090909090909091,0.0,0.13636363636363635,0.45454545454545453,0.3181818181818182,22,,
spot_4058,0.0,0.19230769230769232,0.0,0.34615384615384615,0.3076923076923077,0.15384615384615385,26,,
spot_4059,0.0,0.0,0.0,0.6333333333333333,0.26666666666666666,0.1,30,,
spot_4061,0.0,0.4,0.0,0.6,0.0,0.0,5,,
spot_4062,0.0,0.2631578947368421,0.0,0.21052631578947367,0.47368421052631576,0.05263157894736842,19,,
spot_4063,0.0625,0.5,0.0,0.25,0.125,0.0625,16,,
spot_4064,0.0,0.14705882352941177,0.058823529411764705,0.08823529411764706,0.2647058823529412,0.4411764705882353,34,,
spot_4065,0.0,0.0,0.5454545454545454,0.0,0.36363636363636365,0.09090909090909091,11,,
spot_4066,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,12,,
spot_4067,0.0,0.0,0.7,0.0,0.3,0.0,10,,
spot_4068,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.6428571428571429,0.0,14,,
spot_4069,0.0,0.1875,0.4375,0.0625,0.3125,0.0,16,,
spot_4070,0.0,0.0,1.0,0.0,0.0,0.0,7,,
spot_4071,0.0,0.0625,0.125,0.125,0.5,0.1875,16,,
spot_4072,0.0,0.06666666666666667,0.2,0.13333333333333333,0.4,0.2,15,,
spot_4073,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,18,,
spot_4074,0.0,0.1111111111111111,0.16666666666666666,0.0,0.3333333333333333,0.3888888888888889,18,,
spot_4075,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,18,,
spot_4168,0.0,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.4583333333333333,0.0,24,,
spot_4169,0.0,0.15,0.0,0.35,0.35,0.15,20,,
spot_4170,0.0,0.26666666666666666,0.06666666666666667,0.2,0.4666666666666667,0.0,15,,
spot_4171,0.0,0.0,0.2,0.13333333333333333,0.4,0.26666666666666666,15,,
spot_4172,0.0,0.05714285714285714,0.0,0.2571428571428571,0.42857142857142855,0.2571428571428571,35,,
spot_4173,0.0,0.3181818181818182,0.0,0.36363636363636365,0.22727272727272727,0.09090909090909091,22,,
spot_4174,0.0,0.13043478260869565,0.0,0.6956521739130435,0.17391304347826086,0.0,23,,
spot_4176,0.0,0.13333333333333333,0.0,0.4,0.4666666666666667,0.0,15,,
spot_4177,0.0,0.625,0.0,0.0,0.375,0.0,8,,
spot_4178,0.034482758620689655,0.20689655172413793,0.0,0.10344827586206896,0.41379310344827586,0.2413793103448276,29,,
spot_4179,0.0,0.1111111111111111,0.0,0.2777777777777778,0.08333333333333333,0.5277777777777778,36,,
spot_4180,0.0,0.0,0.4,0.0,0.6,0.0,5,,
spot_4181,0.0,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,9,,
spot_4182,0.0,0.0,0.6,0.0,0.2,0.2,5,,
spot_4183,0.0,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.2,15,,
spot_4184,0.0,0.0,0.625,0.125,0.25,0.0,8,,
spot_4185,0.0,0.0,0.875,0.0,0.125,0.0,8,,
spot_4186,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.5833333333333334,0.08333333333333333,12,,
spot_4187,0.0,0.0,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.15384615384615385,13,,
spot_4188,0.0,0.09523809523809523,0.0,0.0,0.38095238095238093,0.5238095238095238,21,,
spot_4189,0.0,0.0,0.16666666666666666,0.05555555555555555,0.5,0.2777777777777778,18,,
spot_4190,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,9,,
spot_4283,0.0,0.1,0.5,0.1,0.3,0.0,10,,
spot_4284,0.0,0.06666666666666667,0.3333333333333333,0.0,0.6,0.0,15,,
spot_4285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.5,0.07142857142857142,14,,
spot_4286,0.0,0.0,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0,11,,
spot_4287,0.0,0.03333333333333333,0.0,0.36666666666666664,0.4,0.2,30,,
spot_4288,0.0,0.3125,0.0,0.3125,0.1875,0.1875,32,,
spot_4289,0.0,0.25,0.0,0.75,0.0,0.0,8,,
spot_4291,0.0,0.5625,0.0,0.125,0.25,0.0625,16,,
spot_4292,0.0,0.4,0.0,0.3333333333333333,0.06666666666666667,0.2,15,,
spot_4293,0.09523809523809523,0.14285714285714285,0.0,0.07142857142857142,0.11904761904761904,0.5714285714285714,42,,
spot_4294,0.0,0.0,0.11764705882352941,0.17647058823529413,0.5294117647058824,0.17647058823529413,17,,
spot_4295,0.0,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666,6,,
spot_4296,0.0,0.0,0.375,0.0,0.5,0.125,8,,
spot_4297,0.0,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.5,0.13636363636363635,22,,
spot_4298,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.47368421052631576,0.21052631578947367,19,,
spot_4299,0.0,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0,11,,
spot_4300,0.0,0.0,0.7272727272727273,0.0,0.18181818181818182,0.09090909090909091,11,,
spot_4301,0.0,0.125,0.0625,0.125,0.5,0.1875,16,,
spot_4302,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.08333333333333333,12,,
spot_4303,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,14,,
spot_4304,0.0,0.08,0.04,0.12,0.48,0.28,25,,
spot_4397,0.0,0.15789473684210525,0.0,0.2631578947368421,0.5789473684210527,0.0,19,,
spot_4398,0.0,0.25,0.041666666666666664,0.3333333333333333,0.2916666666666667,0.08333333333333333,24,,
spot_4399,0.0,0.4,0.0,0.08,0.52,0.0,25,,
spot_4400,0.0,0.0,0.25,0.25,0.3333333333333333,0.16666666666666666,12,,
spot_4401,0.0,0.0,0.07407407407407407,0.1111111111111111,0.48148148148148145,0.3333333333333333,27,,
spot_4402,0.0,0.06976744186046512,0.0,0.23255813953488372,0.3953488372093023,0.3023255813953488,43,,
spot_4403,0.0,0.391304347826087,0.0,0.43478260869565216,0.13043478260869565,0.043478260869565216,23,,
spot_4405,0.0,0.07692307692307693,0.0,0.38461538461538464,0.46153846153846156,0.07692307692307693,13,,
spot_4406,0.0,0.47058823529411764,0.0,0.35294117647058826,0.17647058823529413,0.0,17,,
spot_4407,0.1,0.1,0.0,0.15,0.3,0.35,20,,
spot_4408,0.0,0.13157894736842105,0.0,0.13157894736842105,0.10526315789473684,0.631578947368421,38,,
spot_4409,0.0,0.0,0.5,0.0,0.375,0.125,8,,
spot_4410,0.0,0.0,0.45454545454545453,0.0,0.5454545454545454,0.0,11,,
spot_4411,0.0,0.0,0.375,0.0,0.5,0.125,8,,
spot_4412,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.5789473684210527,0.21052631578947367,19,,
spot_4413,0.0,0.0,0.0625,0.0625,0.8125,0.0625,16,,
spot_4414,0.0,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,0.0,7,,
spot_4415,0.0,0.0,0.07692307692307693,0.15384615384615385,0.6923076923076923,0.07692307692307693,13,,
spot_4416,0.0,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.5294117647058824,0.11764705882352941,17,,
spot_4417,0.0,0.2,0.26666666666666666,0.13333333333333333,0.2,0.2,15,,
spot_4418,0.0,0.15,0.0,0.3,0.55,0.0,20,,
spot_4419,0.0,0.09090909090909091,0.045454545454545456,0.3181818181818182,0.45454545454545453,0.09090909090909091,22,,
spot_4512,0.0,0.0,0.3076923076923077,0.07692307692307693,0.5384615384615384,0.07692307692307693,13,,
spot_4513,0.0,0.1875,0.25,0.0625,0.375,0.125,16,,
spot_4514,0.0,0.23529411764705882,0.11764705882352941,0.0,0.47058823529411764,0.17647058823529413,17,,
spot_4515,0.0,0.20833333333333334,0.0,0.20833333333333334,0.5416666666666666,0.041666666666666664,24,,
spot_4516,0.0,0.14285714285714285,0.0,0.22857142857142856,0.42857142857142855,0.2,35,,
spot_4517,0.0,0.17857142857142858,0.0,0.25,0.42857142857142855,0.14285714285714285,28,,
spot_4518,0.0,0.3333333333333333,0.0,0.6,0.06666666666666667,0.0,15,,
spot_4520,0.0,0.7333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,15,,
spot_4521,0.0,0.5555555555555556,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,9,,
spot_4522,0.0,0.0967741935483871,0.0,0.06451612903225806,0.12903225806451613,0.7096774193548387,31,,
spot_4523,0.0,0.043478260869565216,0.0,0.08695652173913043,0.391304347826087,0.4782608695652174,23,,
spot_4524,0.0,0.0,0.7272727272727273,0.0,0.2727272727272727,0.0,11,,
spot_4525,0.0,0.0,0.5833333333333334,0.0,0.3333333333333333,0.08333333333333333,12,,
spot_4526,0.0,0.0,0.3333333333333333,0.0,0.5833333333333334,0.08333333333333333,12,,
spot_4527,0.0,0.0,0.375,0.0,0.5,0.125,8,,
spot_4528,0.0,0.0,0.21428571428571427,0.0,0.5,0.2857142857142857,14,,
spot_4529,0.0,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.0,13,,
spot_4530,0.0,0.0,0.5,0.0,0.25,0.25,4,,
spot_4531,0.0,0.0,0.0,0.0,0.9,0.1,10,,
spot_4532,0.0,0.0,0.07142857142857142,0.0,0.7142857142857143,0.21428571428571427,14,,
spot_4533,0.0,0.0,0.36363636363636365,0.0,0.6363636363636364,0.0,11,,
spot_4626,0.0,0.0,0.07142857142857142,0.2857142857142857,0.5,0.14285714285714285,14,,
spot_4627,0.0,0.0,0.058823529411764705,0.23529411764705882,0.5882352941176471,0.11764705882352941,17,,
spot_4628,0.0,0.21428571428571427,0.0,0.14285714285714285,0.35714285714285715,0.2857142857142857,14,,
spot_4629,0.0,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.4166666666666667,0.041666666666666664,24,,
spot_4630,0.0,0.0,0.045454545454545456,0.18181818181818182,0.6363636363636364,0.13636363636363635,22,,
spot_4631,0.0,0.09523809523809523,0.0,0.07142857142857142,0.5952380952380952,0.23809523809523808,42,,
spot_4632,0.0,0.47058823529411764,0.0,0.47058823529411764,0.058823529411764705,0.0,17,,
spot_4633,0.0,0.4,0.0,0.4,0.2,0.0,5,,
spot_4634,0.0,0.45,0.0,0.35,0.15,0.05,20,,
spot_4635,0.0,0.10526315789473684,0.0,0.42105263157894735,0.21052631578947367,0.2631578947368421,19,,
spot_4636,0.03225806451612903,0.22580645161290322,0.0,0.2903225806451613,0.0967741935483871,0.3548387096774194,31,,
spot_4637,0.05128205128205128,0.02564102564102564,0.0,0.2564102564102564,0.07692307692307693,0.5897435897435898,39,,
spot_4638,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,14,,
spot_4639,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,7,,
spot_4640,0.0,0.0,0.3,0.0,0.6,0.1,10,,
spot_4641,0.0,0.0,1.0,0.0,0.0,0.0,3,,
spot_4642,0.0,0.0,0.0,0.05555555555555555,0.7222222222222222,0.2222222222222222,18,,
spot_4643,0.0,0.10526315789473684,0.05263157894736842,0.2631578947368421,0.5789473684210527,0.0,19,,
spot_4644,0.0,0.07692307692307693,0.3076923076923077,0.0,0.6153846153846154,0.0,13,,
spot_4645,0.0,0.0,0.18181818181818182,0.0,0.6363636363636364,0.18181818181818182,11,,
spot_4646,0.0,0.0,0.6,0.0,0.4,0.0,5,,
spot_4647,0.0,0.0,0.1875,0.0,0.6875,0.125,16,,
spot_4648,0.0,0.0,0.3076923076923077,0.0,0.6923076923076923,0.0,13,,
spot_4741,0.0,0.0,0.05263157894736842,0.47368421052631576,0.3684210526315789,0.10526315789473684,19,,
spot_4742,0.0,0.2,0.0,0.3,0.35,0.15,20,,
spot_4743,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,9,,
spot_4744,0.0,0.10526315789473684,0.0,0.21052631578947367,0.42105263157894735,0.2631578947368421,19,,
spot_4745,0.0,0.2727272727272727,0.0,0.36363636363636365,0.2727272727272727,0.09090909090909091,11,,
spot_4746,0.0,0.14285714285714285,0.0,0.047619047619047616,0.23809523809523808,0.5714285714285714,21,,
spot_4747,0.0,0.25,0.0,0.6,0.15,0.0,20,,
spot_4749,0.0,0.4230769230769231,0.0,0.19230769230769232,0.2692307692307692,0.11538461538461539,26,,
spot_4750,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,7,,
spot_4751,0.02564102564102564,0.1282051282051282,0.0,0.1282051282051282,0.10256410256410256,0.6153846153846154,39,,
spot_4752,0.07692307692307693,0.02564102564102564,0.0,0.10256410256410256,0.05128205128205128,0.7435897435897436,39,,
spot_4753,0.0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,9,,
spot_4754,0.0,0.0,0.46153846153846156,0.0,0.38461538461538464,0.15384615384615385,13,,
spot_4755,0.0,0.0,0.6,0.0,0.4,0.0,10,,
spot_4756,0.0,0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143,0.0,7,,
spot_4757,0.0,0.0,0.1111111111111111,0.05555555555555555,0.6111111111111112,0.2222222222222222,18,,
spot_4758,0.0,0.05,0.15,0.0,0.75,0.05,20,,
spot_4759,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.07142857142857142,14,,
spot_4760,0.0,0.0,0.25,0.0,0.75,0.0,12,,
spot_4761,0.0,0.0,0.21428571428571427,0.0,0.7142857142857143,0.07142857142857142,14,,
spot_4762,0.0,0.0,0.3333333333333333,0.0,0.5833333333333334,0.08333333333333333,12,,
spot_4855,0.0,0.11764705882352941,0.11764705882352941,0.5294117647058824,0.23529411764705882,0.0,17,,
spot_4856,0.0,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.4444444444444444,0.1111111111111111,18,,
spot_4857,0.0,0.1875,0.0625,0.5,0.125,0.125,16,,
spot_4858,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,12,,
spot_4859,0.0,0.0,0.038461538461538464,0.23076923076923078,0.6538461538461539,0.07692307692307693,26,,
spot_4860,0.0,0.06666666666666667,0.0,0.06666666666666667,0.6666666666666666,0.2,30,,
spot_4861,0.0,0.09090909090909091,0.0,0.2727272727272727,0.30303030303030304,0.3333333333333333,33,,
spot_4862,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.2857142857142857,7,,
spot_4863,0.0,0.2222222222222222,0.0,0.6666666666666666,0.1111111111111111,0.0,9,,
spot_4864,0.03225806451612903,0.25806451612903225,0.0,0.2903225806451613,0.12903225806451613,0.2903225806451613,31,,
spot_4865,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.6363636363636364,11,,
spot_4866,0.02564102564102564,0.0,0.0,0.15384615384615385,0.1794871794871795,0.6410256410256411,39,,
spot_4867,0.13953488372093023,0.0,0.0,0.023255813953488372,0.09302325581395349,0.7441860465116279,43,,
spot_4868,0.0,0.15,0.1,0.15,0.5,0.1,20,,
spot_4869,0.0,0.0,0.375,0.0,0.625,0.0,8,,
spot_4870,0.0,0.0,0.46153846153846156,0.0,0.46153846153846156,0.07692307692307693,13,,
spot_4871,0.0,0.05555555555555555,0.0,0.05555555555555555,0.7222222222222222,0.16666666666666666,18,,
spot_4872,0.0,0.05555555555555555,0.2777777777777778,0.0,0.6111111111111112,0.05555555555555555,18,,
spot_4873,0.0,0.0,0.058823529411764705,0.058823529411764705,0.5294117647058824,0.35294117647058826,17,,
spot_4874,0.0,0.0,0.11764705882352941,0.29411764705882354,0.4117647058823529,0.17647058823529413,17,,
spot_4875,0.0,0.0,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.3076923076923077,13,,
