cell_id,cell_type
hmkpadgi-1,Stromal
hmkpbgjg-1,Endothelial
hmkpfnja-1,Endothelial
hmkpgcfe-1,CD8+ T cells
hmkpibnb-1,Endothelial
hmkpicod-1,Endothelial
hmkpmpeb-1,Mixed Immune
hmladfpn-1,CD8+ T cells
hmlaelcc-1,Stromal
hmlafgpi-1,Proliferating T
hmlafnfp-1,Mixed Immune
hmlagdoe-1,Endothelial
hmlahfmp-1,Endothelial
hmlajbig-1,Proliferating T
hmlajfnb-1,Mixed Immune
hmlbfafi-1,CD8+ T cells
hmlbghcl-1,Macrophages
hmlbinkf-1,Mixed Immune
hmlbkpeb-1,Proliferating T
hmlblbdn-1,Proliferating T
hmlblekn-1,Endothelial
hmlbpicj-1,Macrophages
hmlcakmh-1,CD8+ T cells
hmlcdnpm-1,Mixed Immune
hmlcfion-1,Proliferating T
hmlcflgg-1,CD8+ T cells
hmlcganj-1,Mixed Immune
hmlcholb-1,Stromal
hmlcmjim-1,Myofibroblasts
hmlcnogn-1,Mixed Immune
hmlcnpih-1,Endothelial
hmldafii-1,Proliferating T
hmldamlf-1,Proliferating T
hmldcchi-1,Proliferating T
hmlddgnp-1,Proliferating T
hmlddljb-1,CD8+ T cells
hmldgbcb-1,Proliferating T
hmldgipm-1,Stromal
hmldigie-1,Stromal
hmldopnd-1,Endothelial
hmldpaeh-1,Endothelial
hmleakjh-1,Endothelial
hmleconm-1,Endothelial
hmlecpcl-1,Stromal
hmledibk-1,Endothelial
hmleelpm-1,Myofibroblasts
hmlegdig-1,Proliferating T
hmlekhmd-1,Proliferating T
hmlemlea-1,Myofibroblasts
hmlenhph-1,Proliferating T
hmlepjfo-1,B cells
hmlfaomp-1,Proliferating T
hmlfapjf-1,Endothelial
hmlfcilj-1,Stromal
hmlfdnpp-1,Mixed Immune
hmlfecci-1,Proliferating T
hmlffhcd-1,CD8+ T cells
hmlfhlhc-1,Proliferating T
hmlfhmgi-1,Stromal
hmlfjjmb-1,CD8+ T cells
hmlfjkmj-1,B cells
hmlfjplj-1,Endothelial
hmlfkbae-1,Myofibroblasts
hmlfkkcp-1,Endothelial
hmlfninf-1,Endothelial
hmlfpgnn-1,Stromal
hmlgbfka-1,Proliferating T
hmlgchhb-1,Proliferating T
hmlgedjj-1,Myofibroblasts
hmlgklem-1,CD8+ T cells
hmlgmcce-1,Endothelial
hmlgnmeg-1,CD8+ T cells
hmlhaabj-1,Proliferating T
hmlhajan-1,Proliferating T
hmlhfgge-1,Endothelial
hmlhfhkl-1,Endothelial
hmlhhaoa-1,Stromal
hmlhokkb-1,Macrophages
hmlickkm-1,Stromal
hmliilcc-1,Stromal
hmliimaa-1,CD8+ T cells
hmljbdgm-1,Proliferating T
hmljcnio-1,Myofibroblasts
hmljebpl-1,Endothelial
hmljgdfp-1,Endothelial
hmljjhnk-1,Myofibroblasts
hmljlpji-1,Endothelial
hmljmbgd-1,Endothelial
hmljmpbg-1,Endothelial
hmlkcplp-1,Myofibroblasts
hmlkhjnm-1,Mixed Immune
hmlkhlie-1,Endothelial
hmlkmefk-1,Endothelial
hmlknfef-1,Stromal
hmlknpdc-1,Myofibroblasts
hmllaekl-1,Endothelial
hmllemoj-1,Endothelial
hmllhjgb-1,Stromal
hmlljied-1,Endothelial
hmllmhbp-1,Endothelial
hmlmapdf-1,Stromal
hmlmbape-1,Stromal
hmlmcdld-1,Stromal
hmlmeaka-1,Endothelial
hmlmfpmo-1,Endothelial
hmlmgnhc-1,Vascular Stromal
hmlmjjhg-1,Myofibroblasts
hmlmnghb-1,Endothelial
hmlmpmka-1,Mixed Immune
hmlmpnni-1,Endothelial
hmlnaaca-1,Endothelial
hmlnadea-1,Stromal
hmlnbffd-1,Proliferating T
hmlnbnni-1,Endothelial
hmlneapp-1,CD8+ T cells
hmlnihmk-1,Proliferating T
hmlnnloi-1,Myofibroblasts
hmlocjmo-1,Stromal
hmlocjpn-1,Stromal
hmloefbg-1,Proliferating T
hmlofali-1,Vascular Stromal
hmlogfbi-1,Stromal
hmlohjho-1,Vascular Stromal
hmlopnoi-1,Mixed Immune
hmlpchnb-1,Endothelial
hmlpihoh-1,Proliferating T
hmlpmffo-1,Endothelial
hmlpmpkj-1,Mixed Immune
hmmageod-1,Stromal
hmmagmod-1,Vascular Stromal
hmmajcfl-1,Stromal
hmmajmfe-1,Proliferating T
hmmandec-1,Proliferating T
hmmanjah-1,Proliferating T
hmmapmlj-1,Proliferating T
hmmbbnpn-1,Proliferating T
hmmbcgkg-1,Proliferating T
hmmbcknp-1,Proliferating T
hmmbghej-1,CD8+ T cells
hmmbmjlf-1,Proliferating T
hmmbmlik-1,Proliferating T
hmmbpobp-1,Myofibroblasts
hmmcbokg-1,Proliferating T
hmmccgep-1,Proliferating T
hmmcfgap-1,Proliferating T
hmmchled-1,Proliferating T
hmmcjpkd-1,Endothelial
hmmckikd-1,Endothelial
hmmcojme-1,Endothelial
hmmdclke-1,Mixed Immune
hmmdebin-1,Proliferating T
hmmdghkk-1,Myofibroblasts
hmmdipon-1,Endothelial
hmmdknma-1,Stromal
hmmdphnk-1,Endothelial
hmmeamdm-1,Myofibroblasts
hmmecnpa-1,Proliferating T
hmmeijhb-1,CD8+ T cells
hmmeioio-1,Vascular Stromal
hmmejkki-1,Proliferating T
hmmeohac-1,Proliferating T
hmmfbghd-1,Myofibroblasts
hmmfdjld-1,Proliferating T
hmmfhdai-1,Stromal
hmmfjbio-1,Proliferating T
hmmfjpaa-1,CD8+ T cells
hmmflcdc-1,Proliferating T
hmmfnkkm-1,CD8+ T cells
hmmfokad-1,Myofibroblasts
hmmfpggh-1,Myofibroblasts
hmmgbafj-1,Myofibroblasts
hmmgbjkl-1,CD8+ T cells
hmmgchoj-1,CD8+ T cells
hmmgehgj-1,CD8+ T cells
hmmggfem-1,Myofibroblasts
hmmgidmc-1,Mixed Immune
hmmgjafp-1,Stromal
hmmglgei-1,Mixed Immune
hmmglkog-1,Endothelial
hmmglpao-1,Endothelial
hmmgobno-1,Stromal
hmmgohcb-1,Macrophages
hmmhaece-1,Endothelial
hmmhaood-1,Mixed Immune
hmmhbbae-1,CD8+ T cells
hmmhbgcm-1,Endothelial
hmmhbpak-1,Macrophages
hmmhdkcm-1,Myofibroblasts
hmmhehle-1,Endothelial
hmmhjljl-1,Proliferating T
hmmhkalc-1,Stromal
hmmhkccb-1,Macrophages
hmmhpbka-1,Proliferating T
hmminfib-1,Proliferating T
hmmjbeen-1,Mixed Immune
hmmjbfkp-1,Stromal
hmmjcijh-1,Myofibroblasts
hmmjdhlc-1,Myofibroblasts
hmmjfdke-1,Myofibroblasts
hmmjgfnj-1,Stromal
hmmjjabc-1,Myofibroblasts
hmmjmbli-1,Myofibroblasts
hmmjnjoh-1,Endothelial
hmmkhfag-1,Endothelial
hmmkmnmi-1,Endothelial
hmmkolep-1,Stromal
hmmljgfk-1,Vascular Stromal
hmmljnce-1,Vascular Stromal
hmmlmppk-1,Proliferating T
hmmlnhbb-1,Proliferating T
hmmmaemk-1,Mixed Immune
hmmmahdd-1,Endothelial
hmmmbdji-1,Stromal
hmmmckhc-1,Myofibroblasts
hmmmegdb-1,Vascular Stromal
hmmmjmok-1,Proliferating T
hmmmnacl-1,Endothelial
hmmmnhgj-1,Stromal
hmmmoiii-1,Stromal
hmmmpgbg-1,Stromal
hmmnchcp-1,Stromal
hmmnjaoe-1,Proliferating T
hmmnjlmn-1,CD8+ T cells
hmmnlllo-1,Endothelial
hmmnoice-1,Proliferating T
hmmodgnj-1,Stromal
hmmoficb-1,CD8+ T cells
hmmoglah-1,Proliferating T
hmmoinbj-1,Proliferating T
hmmojokk-1,Endothelial
hmmongdi-1,Stromal
hmmpcfge-1,Stromal
hmmpcjep-1,Endothelial
hmmpdifi-1,Endothelial
hmmpedcb-1,Proliferating T
hmmphecp-1,Myofibroblasts
hmmplmjp-1,Mixed Immune
hmnacafj-1,Proliferating T
hmnacfle-1,Myofibroblasts
hmnadjji-1,Endothelial
hmnaeokg-1,Stromal
hmnahcna-1,Endothelial
hmnaifga-1,Stromal
hmnbbcnj-1,Proliferating T
hmnbdhjm-1,Proliferating T
hmnbeddc-1,Proliferating T
hmnbeimn-1,Proliferating T
hmnbhlob-1,Proliferating T
hmnbjhad-1,Proliferating T
hmnbkngb-1,Proliferating T
hmnbnbbe-1,CD8+ T cells
hmncdneb-1,Mixed Immune
hmncefki-1,CD8+ T cells
hmncfgac-1,Proliferating T
hmncgpdf-1,Proliferating T
hmnchljd-1,CD8+ T cells
hmncigjj-1,Macrophages
hmncmofe-1,Macrophages
hmncmpeb-1,Macrophages
hmncojll-1,Proliferating T
hmndddli-1,Proliferating T
hmndgcka-1,Macrophages
hmndgjoc-1,Proliferating T
hmndieij-1,Macrophages
hmndinpn-1,Macrophages
hmndmcmk-1,Stromal
hmneaenc-1,CD8+ T cells
hmneapfd-1,Proliferating T
hmnecbio-1,Proliferating T
hmnefdil-1,Stromal
hmnehbjh-1,Vascular Stromal
hmnehjmg-1,Vascular Stromal
hmnelckj-1,B cells
hmnemamf-1,Stromal
hmnfaccc-1,Vascular Stromal
hmnfalaj-1,Proliferating T
hmnfapag-1,Stromal
hmnfbbfm-1,Myofibroblasts
hmnfcama-1,Macrophages
hmnffdnf-1,Endothelial
hmnffegj-1,Myofibroblasts
hmnffkmf-1,Myofibroblasts
hmnfgblf-1,Endothelial
hmnfgdgn-1,CD8+ T cells
hmnfgjdg-1,Proliferating T
hmnfhibm-1,Proliferating T
hmnfhife-1,Endothelial
hmnfhojd-1,Proliferating T
hmnfklmc-1,Proliferating T
hmnfpojm-1,Mixed Immune
hmnggppg-1,Stromal
hmnghlfb-1,Stromal
hmngjcad-1,Proliferating T
hmngnaoa-1,Stromal
hmngoelf-1,Vascular Stromal
hmnhdhfo-1,Mixed Immune
hmnhjgfm-1,Proliferating T
hmnhjnli-1,Proliferating T
hmnhloco-1,Proliferating T
hmnhoaam-1,Myofibroblasts
hmnhonak-1,CD8+ T cells
hmnhppgb-1,CD8+ T cells
hmniagdi-1,Stromal
hmnibdee-1,Macrophages
hmnibeln-1,Proliferating T
hmnibhcp-1,Proliferating T
hmnidech-1,CD8+ T cells
hmnifbej-1,Proliferating T
hmnifjco-1,Mixed Immune
hmnijodc-1,CD8+ T cells
hmnikbhi-1,Endothelial
hmninlak-1,Proliferating T
hmnjbfpl-1,Endothelial
hmnjbmch-1,Stromal
hmnjdced-1,CD8+ T cells
hmnjeelc-1,Proliferating T
hmnjfhpe-1,Proliferating T
hmnjhlpn-1,Proliferating T
hmnjhmag-1,Mixed Immune
hmnkeplk-1,CD8+ T cells
hmnkgagp-1,Epithelial
hmnkilch-1,Epithelial
hmnklkpo-1,Mixed Immune
hmnkmlne-1,Macrophages
hmnkmnlo-1,Myofibroblasts
hmnkpbfe-1,Vascular Stromal
hmnlbekl-1,CD8+ T cells
hmnlddih-1,Stromal
hmnlikhb-1,Mixed Immune
hmnlldlf-1,Proliferating T
hmnlmbeg-1,Proliferating T
hmnlomao-1,Proliferating T
hmnmaepa-1,Proliferating T
hmnmagap-1,Stromal
hmnmakmm-1,Stromal
hmnmckmb-1,Endothelial
hmnmdalj-1,Stromal
hmnmenco-1,Stromal
hmnmfmkd-1,Mixed Immune
hmnmhfgn-1,Macrophages
hmnmilld-1,Vascular Stromal
hmnmkbbl-1,Vascular Stromal
hmnmloop-1,Macrophages
hmnncdjg-1,Myofibroblasts
hmnndkkd-1,Stromal
hmnneeck-1,Endothelial
hmnnfolm-1,Endothelial
hmnnjinj-1,Endothelial
hmnnkoec-1,Stromal
hmnnlhcj-1,Proliferating T
hmnnlnco-1,Macrophages
hmnoaijf-1,Proliferating T
hmnoakgc-1,Endothelial
hmnobnke-1,Myofibroblasts
hmnodbpi-1,Stromal
hmnogoci-1,Mixed Immune
hmnohako-1,Proliferating T
hmnojonj-1,CD8+ T cells
hmnokoal-1,Stromal
hmnomdgi-1,Stromal
hmnomepi-1,Endothelial
hmnonhlf-1,Stromal
hmnopgki-1,Stromal
hmnpbbff-1,Proliferating T
hmnpceek-1,Proliferating T
hmnpiocn-1,Macrophages
hmnpnefe-1,Stromal
hmnpocpd-1,Endothelial
hmnpombc-1,Endothelial
hmoabibk-1,Stromal
hmoahmji-1,CD8+ T cells
hmoanbcd-1,CD8+ T cells
hmoankam-1,Stromal
hmoaofjn-1,Proliferating T
hmoaommg-1,Proliferating T
hmoapjib-1,Proliferating T
hmobalbn-1,Proliferating T
hmobbilc-1,Stromal
hmobdbng-1,Proliferating T
hmobdpcn-1,Proliferating T
hmobfadh-1,Epithelial
hmobfdpm-1,Epithelial
hmobgoeg-1,Myofibroblasts
hmobiboh-1,Proliferating T
hmobjphf-1,CD8+ T cells
hmoblbgl-1,Endothelial
hmocffca-1,Mixed Immune
hmocfikk-1,Macrophages
hmocjgmf-1,Endothelial
hmockfba-1,Proliferating T
hmockjgo-1,Stromal
hmoclkho-1,Proliferating T
hmocncjc-1,Stromal
hmocnpkd-1,Proliferating T
hmocpkmi-1,Proliferating T
hmodabig-1,Stromal
hmodadej-1,Endothelial
hmodangb-1,Proliferating T
hmodbiob-1,Stromal
hmodcfgk-1,Endothelial
hmodcoap-1,Proliferating T
hmoddpcp-1,Epithelial
hmodfjoc-1,Epithelial
hmodhgpp-1,Endothelial
hmodhopl-1,Proliferating T
hmodimoe-1,Stromal
hmodoikk-1,Stromal
hmodpojj-1,Mixed Immune
hmoefacm-1,Vascular Stromal
hmoeimpe-1,CD8+ T cells
hmoeoibo-1,CD8+ T cells
hmoephmo-1,CD8+ T cells
hmofajeh-1,Mixed Immune
hmofbdij-1,B cells
hmofeboc-1,Macrophages
hmofeckl-1,CD8+ T cells
hmofjaoe-1,Macrophages
hmofkfmc-1,CD8+ T cells
hmofnhfi-1,CD8+ T cells
hmogdcjg-1,Myofibroblasts
hmogfgbc-1,Proliferating T
hmoggpeh-1,Proliferating T
hmoghcmd-1,Endothelial
hmogoimd-1,Proliferating T
hmohdknp-1,Stromal
hmohgkng-1,Proliferating T
hmohhgdp-1,Macrophages
hmohhnoc-1,Mixed Immune
hmohiegb-1,Mixed Immune
hmohjaoh-1,B cells
hmohojhi-1,Endothelial
hmoiaahp-1,CD8+ T cells
hmoighke-1,Myofibroblasts
hmoihahk-1,Myofibroblasts
hmoiioom-1,CD8+ T cells
hmoijpbp-1,Proliferating T
hmoioaip-1,Proliferating T
hmoipapi-1,CD8+ T cells
hmojbpjn-1,Endothelial
hmojehhf-1,Mixed Immune
hmojjgcc-1,Proliferating T
hmojnbhg-1,Macrophages
hmojpeop-1,Macrophages
hmojpphb-1,Stromal
hmokaefb-1,Stromal
hmokbfem-1,Myofibroblasts
hmokcnij-1,Proliferating T
hmokkibn-1,Proliferating T
hmolbefl-1,Proliferating T
hmolcdce-1,Proliferating T
hmolebgk-1,CD8+ T cells
hmolifcc-1,CD8+ T cells
hmollama-1,Proliferating T
hmolmgac-1,Mixed Immune
hmolpdhk-1,Endothelial
hmomandc-1,Mixed Immune
hmomdije-1,Endothelial
hmomdoap-1,CD8+ T cells
hmomdppc-1,Proliferating T
hmomekcc-1,Endothelial
hmomhmpm-1,Mixed Immune
hmomjaen-1,CD8+ T cells
hmommlph-1,CD8+ T cells
hmomniec-1,CD8+ T cells
hmondjpo-1,Stromal
hmongeoe-1,Stromal
hmonmcfn-1,Mixed Immune
hmooblcf-1,Stromal
hmoofbjn-1,Stromal
hmoohklh-1,Stromal
hmooifaa-1,Stromal
hmopabip-1,Mixed Immune
hmopanjf-1,Myofibroblasts
hmopenjk-1,Endothelial
hmopgdlc-1,Macrophages
hmopgmbb-1,Macrophages
hmophdhj-1,Endothelial
hmopkkok-1,Macrophages
hmopnjgn-1,Endothelial
hmoppfge-1,Stromal
hmpagdac-1,Stromal
hmpaggcl-1,Macrophages
hmpagijg-1,Mixed Immune
hmpaidgf-1,Macrophages
hmpamfgn-1,Proliferating T
hmpbbffk-1,Myofibroblasts
hmpbddid-1,Proliferating T
hmpbigid-1,Endothelial
hmpbjjge-1,Myofibroblasts
hmpbjlic-1,Macrophages
hmpbkele-1,Proliferating T
hmpbmlko-1,Mixed Immune
hmpbpfdf-1,Endothelial
hmpcedhn-1,Endothelial
hmpchdoc-1,Endothelial
hmpconoi-1,Macrophages
hmpddpdh-1,Mixed Immune
hmpdhkme-1,Macrophages
hmpeamip-1,Mixed Immune
hmpeanci-1,Macrophages
hmpefpcm-1,Stromal
hmpehmdc-1,Endothelial
hmpehplh-1,Stromal
hmpekhcj-1,Stromal
hmpellpb-1,Stromal
hmpenkmm-1,Endothelial
hmpeogog-1,Myofibroblasts
hmpeolgk-1,Endothelial
hmpeplgj-1,Myofibroblasts
hmpeppae-1,B cells
hmpfgpmb-1,CD8+ T cells
hmpfkjmk-1,B cells
hmpgdbca-1,Stromal
hmpgdhnc-1,Macrophages
hmpgholk-1,Proliferating T
hmpgiaob-1,Mixed Immune
hmpgkenl-1,Vascular Stromal
hmpgmaco-1,Endothelial
hmpgofdf-1,Mixed Immune
hmpheaoe-1,Proliferating T
hmphekin-1,Endothelial
hmphfmep-1,Endothelial
hmphllkm-1,Myofibroblasts
hmpiadla-1,Endothelial
hmpibnlk-1,Mixed Immune
hmpicfgg-1,CD8+ T cells
hmpiehal-1,Stromal
hmpiehna-1,Stromal
hmpiengk-1,Proliferating T
hmpilgpd-1,Stromal
hmpilobh-1,Stromal
hmpincna-1,Endothelial
hmpiodko-1,Endothelial
hmpjcein-1,Proliferating T
hmpjenol-1,CD8+ T cells
hmpjfoij-1,Proliferating T
hmpjggki-1,Stromal
hmpjjbpg-1,Mixed Immune
hmpjjjnl-1,Macrophages
hmpjmomm-1,Stromal
hmpjnhjk-1,Endothelial
hmpkalfp-1,Mixed Immune
hmpkigdg-1,Endothelial
hmpkiopn-1,Proliferating T
hmpkmmdg-1,Stromal
hmplaaee-1,Proliferating T
hmplbppk-1,Endothelial
hmplfgjp-1,Myofibroblasts
hmpliegn-1,Mixed Immune
hmpljdhh-1,Stromal
hmplkcih-1,Endothelial
hmplldff-1,Mixed Immune
hmplmcfj-1,Stromal
hmplmnjd-1,CD8+ T cells
hmploabk-1,Mixed Immune
hmplocgk-1,Proliferating T
hmploglf-1,Stromal
hmpmcngc-1,CD8+ T cells
hmpmidej-1,Stromal
hmpmjldd-1,Stromal
hmpmlkjo-1,Proliferating T
hmpneahl-1,Macrophages
hmpneele-1,Myofibroblasts
hmpnekph-1,Myofibroblasts
hmpnellc-1,Stromal
hmpnflnn-1,Endothelial
hmpngmph-1,Stromal
hmpnibmc-1,Macrophages
hmpnihkg-1,Macrophages
hmpnmeha-1,Proliferating T
hmpoenml-1,Macrophages
hmpogkch-1,Macrophages
hmpoipme-1,Mixed Immune
hmpokefd-1,CD8+ T cells
hmpondfb-1,Stromal
hmpoompe-1,Endothelial
hmpphfoh-1,Stromal
hmppihcp-1,Stromal
hmppjibn-1,Endothelial
hmppknnn-1,Mixed Immune
hmpplefp-1,Myofibroblasts
hmppmbgc-1,Endothelial
hmppnheg-1,Stromal
hmppnokp-1,Endothelial
hnaaadin-1,Myofibroblasts
hnaabgee-1,CD8+ T cells
hnaajdea-1,Endothelial
hnaaobna-1,Endothelial
hnaaoong-1,Stromal
hnabcgem-1,Endothelial
hnabfmio-1,Endothelial
hnabgfcn-1,Myofibroblasts
hnabhhah-1,Stromal
hnabhlgk-1,Stromal
hnabkfkn-1,Proliferating T
hnablemh-1,Myofibroblasts
hnabnelh-1,Endothelial
hnaboani-1,Endothelial
hnabogbn-1,Myofibroblasts
hnabolgh-1,Stromal
hnacbfnd-1,Stromal
hnacbhhe-1,Proliferating T
hnacfblg-1,Mixed Immune
hnaciiba-1,Endothelial
hnacljjb-1,Macrophages
hnaclkfc-1,Mixed Immune
hnadjeka-1,Myofibroblasts
hnadjpmm-1,Myofibroblasts
hnadlahk-1,Myofibroblasts
hnadlmmm-1,Endothelial
hnadpfba-1,Stromal
hnaeagbl-1,Endothelial
hnaecijl-1,Mixed Immune
hnaeefbc-1,Stromal
hnaeejad-1,Proliferating T
hnaehahg-1,Endothelial
hnaemjmc-1,Stromal
hnaemmof-1,Macrophages
hnafaaei-1,Stromal
hnafadln-1,Macrophages
hnafanke-1,Stromal
hnafdbdp-1,Stromal
hnafepne-1,Stromal
hnaffncb-1,Stromal
hnafgcia-1,Mixed Immune
hnafhgpm-1,B cells
hnafjhjk-1,Mixed Immune
hnafnnmh-1,Endothelial
hnafopao-1,B cells
hnagachi-1,Mixed Immune
hnagbdnf-1,CD8+ T cells
hnagcekh-1,Macrophages
hnagdhbp-1,Macrophages
hnagfeho-1,Proliferating T
hnagilng-1,Proliferating T
hnagjlae-1,CD8+ T cells
hnagkcdf-1,CD8+ T cells
hnagpaom-1,Mixed Immune
hnahaifi-1,Stromal
hnaheada-1,B cells
hnahllcb-1,Macrophages
hnahmgic-1,CD8+ T cells
hnahnefb-1,Vascular Stromal
hnahngcc-1,Vascular Stromal
hnahpokk-1,Endothelial
hnaidhoe-1,Endothelial
hnaigfnd-1,Stromal
hnaijepc-1,Myofibroblasts
hnaikngc-1,Myofibroblasts
hnaimnbn-1,CD8+ T cells
hnajcage-1,Myofibroblasts
hnajdchb-1,Proliferating T
hnajhedh-1,Proliferating T
hnajmdai-1,Vascular Stromal
hnakcbki-1,CD8+ T cells
hnakdaoi-1,Stromal
hnakdion-1,Macrophages
hnakecip-1,CD8+ T cells
hnakfeli-1,Macrophages
hnakibnc-1,CD8+ T cells
hnakicbe-1,Stromal
hnakinkf-1,Proliferating T
hnakkdcn-1,Mixed Immune
hnakmddl-1,Endothelial
hnakmflj-1,Myofibroblasts
hnaknglp-1,CD8+ T cells
hnalbanh-1,CD8+ T cells
hnalboak-1,Proliferating T
hnalekpo-1,Proliferating T
hnalginb-1,B cells
hnalihbe-1,B cells
hnaljfmi-1,B cells
hnalmokl-1,B cells
hnaloehk-1,B cells
hnamfikp-1,B cells
hnamfpmk-1,B cells
hnamiaci-1,CD8+ T cells
hnamndbl-1,B cells
hnamnjnk-1,Epithelial
hnampjnc-1,Macrophages
hnanajhd-1,Epithelial
hnanbkdm-1,Macrophages
hnanclmc-1,Vascular Stromal
hnancolb-1,Macrophages
hnanefem-1,Mixed Immune
hnanffip-1,Macrophages
hnanijik-1,Epithelial
hnanjoac-1,Mixed Immune
hnanookl-1,Epithelial
hnaoblcp-1,Epithelial
hnaodfmc-1,Epithelial
hnaogjci-1,Epithelial
hnaohpgf-1,CD8+ T cells
hnaoioop-1,Mixed Immune
hnaolgef-1,Macrophages
hnaoljaf-1,Mixed Immune
hnaooeam-1,Macrophages
hnaooegh-1,Epithelial
hnapakba-1,Vascular Stromal
hnapbdoh-1,Macrophages
hnapbkfo-1,Epithelial
hnapbncg-1,Macrophages
hnapdlle-1,Macrophages
hnapeeii-1,Macrophages
hnapeidd-1,Mixed Immune
hnaphdgk-1,Macrophages
hnapienk-1,Mixed Immune
hnapilmk-1,Macrophages
hnapkinl-1,Macrophages
hnapmdoe-1,Vascular Stromal
hnapoaip-1,Macrophages
hnapoigj-1,Macrophages
hnbabgfe-1,Mixed Immune
hnbafnmp-1,Macrophages
hnbagaan-1,Macrophages
hnbaggkj-1,Macrophages
hnbakicb-1,Mixed Immune
hnbaniag-1,Macrophages
hnbapecl-1,Epithelial
hnbbacbn-1,Epithelial
hnbbdbki-1,Macrophages
hnbbfnoa-1,Macrophages
hnbbmdkh-1,Macrophages
hnbbmpdj-1,Macrophages
hnbbphcf-1,Macrophages
hnbcbagm-1,Mixed Immune
hnbccedo-1,Mixed Immune
hnbckepe-1,Mixed Immune
hnbckoge-1,Macrophages
hnbcmdgk-1,Mixed Immune
hnbcoaef-1,Macrophages
hnbcogpa-1,Macrophages
hnbdaiga-1,Macrophages
hnbdbjni-1,Mixed Immune
hnbdfdah-1,Macrophages
hnbdhjcl-1,Mixed Immune
hnbdhjio-1,Vascular Stromal
hnbdihbo-1,Macrophages
hnbdjokg-1,Mixed Immune
hnbdoioc-1,Vascular Stromal
hnbedcca-1,B cells
hnbefolp-1,B cells
hnbeidmb-1,B cells
hnbeipke-1,Mixed Immune
hnbejpfp-1,Mixed Immune
hnbekobp-1,B cells
hnbelejk-1,Macrophages
hnbelkna-1,B cells
hnbemcgh-1,Mixed Immune
hnbeohjl-1,B cells
hnbfdopm-1,Macrophages
hnbfeabk-1,B cells
hnbfeeap-1,B cells
hnbffimg-1,B cells
hnbfgbma-1,B cells
hnbfgkcl-1,CD8+ T cells
hnbfhmmn-1,B cells
hnbflglc-1,B cells
hnbfneie-1,B cells
hnbfolil-1,B cells
hnbfonff-1,B cells
hnbgeahn-1,Vascular Stromal
hnbgmnig-1,Mixed Immune
hnbgpmpa-1,Mixed Immune
hnbhcgih-1,Macrophages
hnbhdcln-1,Mixed Immune
hnbhdgnm-1,Mixed Immune
hnbhjmah-1,Stromal
hnbhkanl-1,Mixed Immune
hnbhnfdn-1,Mixed Immune
hnbhnkjg-1,Stromal
hnbhnplj-1,Myofibroblasts
hnbhocff-1,Mixed Immune
hnbicfga-1,Mixed Immune
hnbichgc-1,Mixed Immune
hnbichha-1,Mixed Immune
hnbicjcb-1,CD8+ T cells
hnbiebeb-1,Macrophages
hnbifbel-1,Mixed Immune
hnbjclme-1,CD8+ T cells
hnbjddia-1,CD8+ T cells
hnbjdedo-1,Macrophages
hnbjdhnd-1,Mixed Immune
hnbjhjei-1,CD8+ T cells
hnbjihbp-1,Stromal
hnbjipda-1,Macrophages
hnbjmoed-1,Mixed Immune
hnbkdelf-1,Macrophages
hnbkengm-1,Stromal
hnbkfkjb-1,CD8+ T cells
hnbkjghg-1,Macrophages
hnbkjpmj-1,Stromal
hnbkmdef-1,Stromal
hnbkpidh-1,Mixed Immune
hnblaccd-1,Stromal
hnbldghh-1,Endothelial
hnblfpnc-1,Stromal
hnblhmfm-1,CD8+ T cells
hnbljbai-1,CD8+ T cells
hnbllonl-1,Macrophages
hnblmpkl-1,Mixed Immune
hnblodhk-1,Macrophages
hnblolhp-1,Mixed Immune
hnblomfa-1,CD8+ T cells
hnbloogb-1,Mixed Immune
hnbmbank-1,Stromal
hnbmbjdd-1,CD8+ T cells
hnbmdpkc-1,Mixed Immune
hnbmffee-1,Macrophages
hnbmheao-1,CD8+ T cells
hnbmhlji-1,Macrophages
hnbminad-1,Mixed Immune
hnbmmmbh-1,Mixed Immune
hnbmnkca-1,Macrophages
hnbnfipf-1,Stromal
hnbngegd-1,Mixed Immune
hnbnhbgh-1,Mixed Immune
hnbnikki-1,Macrophages
hnbnkhal-1,Mixed Immune
hnbocdfi-1,CD8+ T cells
hnbodnkb-1,Proliferating T
hnbogkap-1,CD8+ T cells
hnbolmdo-1,Mixed Immune
hnbompaa-1,Mixed Immune
hnbpcngd-1,Mixed Immune
hnbpcpkj-1,Macrophages
hnbpghkj-1,Endothelial
hnbpkanl-1,Macrophages
hnbplaii-1,Mixed Immune
hncadibb-1,Macrophages
hncahnkb-1,Endothelial
hncakdkh-1,Stromal
hncapgfk-1,CD8+ T cells
hncbbcgm-1,CD8+ T cells
hncbbdkk-1,Stromal
hncbbpij-1,CD8+ T cells
hncbcknl-1,Macrophages
hncbdhlh-1,Macrophages
hncbdlbc-1,Macrophages
hncbedai-1,Macrophages
hncbmhff-1,CD8+ T cells
hncbmncm-1,CD8+ T cells
hncboolj-1,Mixed Immune
hnccfafe-1,Mixed Immune
hnccfldb-1,CD8+ T cells
hnccfmaa-1,CD8+ T cells
hncchkbo-1,Macrophages
hnccjifn-1,Stromal
hnccokgi-1,Myofibroblasts
hncdbbel-1,Mixed Immune
hncdbopn-1,Mixed Immune
hncdcfme-1,Mixed Immune
hncdhakj-1,CD8+ T cells
hncdjllf-1,Mixed Immune
